tool	rank	metric	sample	value
Weight+GCN	class	Shannon equitability	6	0.0
Weight+GCN	order	Shannon diversity	6	0.046884342061230086
Weight+GCN	order	Shannon equitability	6	0.03381990389353924
Weight+GCN	family	Shannon diversity	6	0.05680226804515033
Weight+GCN	family	Shannon equitability	6	0.019291372124556932
Weight+GCN	genus	Shannon diversity	6	0.06431551656168506
Weight+GCN	genus	Shannon equitability	6	0.013365139781039759
Weight+GCN	species	Shannon diversity	6	0.06015906126747048
Weight+GCN	species	Shannon equitability	6	0.009947967395808287
Weight+GCN	strain	Shannon diversity	6	0.003989189355404679
Weight+GCN	strain	Shannon equitability	6	0.000895572143366534
Weight+GCN	superkingdom	F1 score	6	1.0
Weight+GCN	superkingdom	False negatives	6	0.0
Weight+GCN	superkingdom	False positives	6	0.0
Weight+GCN	superkingdom	Jaccard index	6	1.0
Weight+GCN	superkingdom	Purity	6	1.0
Weight+GCN	superkingdom	Completeness	6	1.0
Weight+GCN	superkingdom	True positives	6	1.0
Weight+GCN	phylum	F1 score	6	1.0
Weight+GCN	phylum	False negatives	6	0.0
Weight+GCN	phylum	False positives	6	0.0
Weight+GCN	phylum	Jaccard index	6	1.0
Weight+GCN	phylum	Purity	6	1.0
Weight+GCN	phylum	Completeness	6	1.0
Weight+GCN	phylum	True positives	6	1.0
Weight+GCN	class	F1 score	6	1.0
Weight+GCN	class	False negatives	6	0.0
Weight+GCN	class	False positives	6	0.0
Weight+GCN	class	Jaccard index	6	1.0
Weight+GCN	class	Purity	6	1.0
Weight+GCN	class	Completeness	6	1.0
Weight+GCN	class	True positives	6	1.0
Weight+GCN	order	F1 score	6	1.0
Weight+GCN	order	False negatives	6	0.0
Weight+GCN	order	False positives	6	0.0
Weight+GCN	order	Jaccard index	6	1.0
Weight+GCN	order	Purity	6	1.0
Weight+GCN	order	Completeness	6	1.0
Weight+GCN	order	True positives	6	4.0
Weight+GCN	family	F1 score	6	1.0
Weight+GCN	family	False negatives	6	0.0
Weight+GCN	family	False positives	6	0.0
Weight+GCN	family	Jaccard index	6	1.0
Weight+GCN	family	Purity	6	1.0
Weight+GCN	family	Completeness	6	1.0
Weight+GCN	family	True positives	6	19.0
Weight+GCN	genus	F1 score	6	0.9576271186440678
Weight+GCN	genus	False negatives	6	0.0
Weight+GCN	genus	False positives	6	10.0
Weight+GCN	genus	Jaccard index	6	0.9186991869918699
Weight+GCN	genus	Purity	6	0.9186991869918699
Weight+GCN	genus	Completeness	6	1.0
Weight+GCN	genus	True positives	6	113.0
Weight+GCN	species	F1 score	6	0.8342105263157893
Weight+GCN	species	False negatives	6	20.0
Weight+GCN	species	False positives	6	106.0
Weight+GCN	species	Jaccard index	6	0.7155756207674944
Weight+GCN	species	Purity	6	0.7494089834515366
Weight+GCN	species	Completeness	6	0.9406528189910979
Weight+GCN	species	True positives	6	317.0
Weight+GCN	strain	F1 score	6	0.6162162162162163
Weight+GCN	strain	False negatives	6	42.0
Weight+GCN	strain	False positives	6	29.0
Weight+GCN	strain	Jaccard index	6	0.4453125
Weight+GCN	strain	Purity	6	0.6627906976744186
Weight+GCN	strain	Completeness	6	0.5757575757575758
Weight+GCN	strain	True positives	6	57.0
Weight+GCN	superkingdom	L1 norm error	6	4.9487214000000225e-05
Weight+GCN	phylum	L1 norm error	6	4.9487214000000225e-05
Weight+GCN	class	L1 norm error	6	4.9487214000000225e-05
Weight+GCN	order	L1 norm error	6	5.127860600000008e-05
Weight+GCN	family	L1 norm error	6	0.0008576290930000001
Weight+GCN	genus	L1 norm error	6	0.0011341752890000004
Weight+GCN	species	L1 norm error	6	0.0030133458659999945
Weight+GCN	strain	L1 norm error	6	0.0007474584590000003
Weight+GCN	na	Weighted UniFrac error	6	4.1499949846619134e-05
Weight+GCN	na	Unweighted UniFrac error	6	0.30053299561203634
Weight+GCN	na	Weighted UniFrac (CAMI)	6	0.6005866801000209
Weight+GCN	na	Unweighted UniFrac (CAMI)	6	997.0000000076999
Weight+GCN	superkingdom	Sum of abundances	6	0.009950512786
Weight+GCN	phylum	Sum of abundances	6	0.009950512786
Weight+GCN	class	Sum of abundances	6	0.009950512786
Weight+GCN	order	Sum of abundances	6	0.009948721394
Weight+GCN	family	Sum of abundances	6	0.009067132428
Weight+GCN	genus	Sum of abundances	6	0.008874333829000002
Weight+GCN	species	Sum of abundances	6	0.0070565184230000225
Weight+GCN	strain	Sum of abundances	6	0.0003379013800000001
Weight+GCN	superkingdom	Taxon counts	6	1.0
Weight+GCN	phylum	Taxon counts	6	1.0
Weight+GCN	class	Taxon counts	6	1.0
Weight+GCN	order	Taxon counts	6	4.0
Weight+GCN	family	Taxon counts	6	19.0
Weight+GCN	genus	Taxon counts	6	123.0
Weight+GCN	species	Taxon counts	6	423.0
Weight+GCN	strain	Taxon counts	6	86.0
Weight+GCN	superkingdom	Bray-Curtis distance	7	0.007421778089527308
Weight+GCN	phylum	Bray-Curtis distance	7	0.007421778089527308
Weight+GCN	class	Bray-Curtis distance	7	0.007421778089527308
Weight+GCN	order	Bray-Curtis distance	7	0.007524055545360966
Weight+GCN	family	Bray-Curtis distance	7	0.0501202365983602
Weight+GCN	genus	Bray-Curtis distance	7	0.06636275780564911
Weight+GCN	species	Bray-Curtis distance	7	0.19203995949766192
Weight+GCN	strain	Bray-Curtis distance	7	0.5459632320451521
Weight+GCN	superkingdom	Shannon diversity	7	0.045519417940579655
Weight+GCN	superkingdom	Shannon equitability	7	0.0
Weight+GCN	phylum	Shannon diversity	7	0.045519417940579655
Weight+GCN	phylum	Shannon equitability	7	0.0
Weight+GCN	class	Shannon diversity	7	0.045519417940579655
Weight+GCN	class	Shannon equitability	7	0.0
Weight+GCN	order	Shannon diversity	7	0.046513602832434296
Weight+GCN	order	Shannon equitability	7	0.0335524720701159
Weight+GCN	family	Shannon diversity	7	0.056315254536741084
Weight+GCN	family	Shannon equitability	7	0.018798493788609292
Weight+GCN	genus	Shannon diversity	7	0.06356889490579365
Weight+GCN	genus	Shannon equitability	7	0.013059772982160166
Weight+GCN	species	Shannon diversity	7	0.05867727248021284
Weight+GCN	species	Shannon equitability	7	0.009611672377149586
Weight+GCN	strain	Shannon diversity	7	0.00399348557950253
Weight+GCN	strain	Shannon equitability	7	0.0008634614171205665
Weight+GCN	superkingdom	F1 score	7	1.0
Weight+GCN	superkingdom	False negatives	7	0.0
Weight+GCN	superkingdom	False positives	7	0.0
Weight+GCN	superkingdom	Jaccard index	7	1.0
Weight+GCN	superkingdom	Purity	7	1.0
Weight+GCN	superkingdom	Completeness	7	1.0
Weight+GCN	superkingdom	True positives	7	1.0
Weight+GCN	phylum	F1 score	7	1.0
Weight+GCN	phylum	False negatives	7	0.0
Weight+GCN	phylum	False positives	7	0.0
Weight+GCN	phylum	Jaccard index	7	1.0
Weight+GCN	phylum	Purity	7	1.0
Weight+GCN	phylum	Completeness	7	1.0
Weight+GCN	phylum	True positives	7	1.0
Weight+GCN	class	F1 score	7	1.0
Weight+GCN	class	False negatives	7	0.0
Weight+GCN	class	False positives	7	0.0
Weight+GCN	class	Jaccard index	7	1.0
Weight+GCN	class	Purity	7	1.0
Weight+GCN	class	Completeness	7	1.0
Weight+GCN	class	True positives	7	1.0
Weight+GCN	order	F1 score	7	1.0
Weight+GCN	order	False negatives	7	0.0
Weight+GCN	order	False positives	7	0.0
Weight+GCN	order	Jaccard index	7	1.0
Weight+GCN	order	Purity	7	1.0
Weight+GCN	order	Completeness	7	1.0
Weight+GCN	order	True positives	7	4.0
Weight+GCN	family	F1 score	7	0.9743589743589743
Weight+GCN	family	False negatives	7	0.0
Weight+GCN	family	False positives	7	1.0
Weight+GCN	family	Jaccard index	7	0.95
Weight+GCN	family	Purity	7	0.95
Weight+GCN	family	Completeness	7	1.0
Weight+GCN	family	True positives	7	19.0
Weight+GCN	genus	F1 score	7	0.9300411522633745
Weight+GCN	genus	False negatives	7	0.0
Weight+GCN	genus	False positives	7	17.0
Weight+GCN	genus	Jaccard index	7	0.8692307692307693
Weight+GCN	genus	Purity	7	0.8692307692307693
Weight+GCN	genus	Completeness	7	1.0
Weight+GCN	genus	True positives	7	113.0
Weight+GCN	species	F1 score	7	0.7923566878980891
Weight+GCN	species	False negatives	7	26.0
Weight+GCN	species	False positives	7	137.0
Weight+GCN	species	Jaccard index	7	0.6561181434599156
Weight+GCN	species	Purity	7	0.6941964285714286
Weight+GCN	species	Completeness	7	0.9228486646884273
Weight+GCN	species	True positives	7	311.0
Weight+GCN	strain	F1 score	7	0.5771144278606966
Weight+GCN	strain	False negatives	7	41.0
Weight+GCN	strain	False positives	7	44.0
Weight+GCN	strain	Jaccard index	7	0.40559440559440557
Weight+GCN	strain	Purity	7	0.5686274509803921
Weight+GCN	strain	Completeness	7	0.5858585858585859
Weight+GCN	strain	True positives	7	58.0
Weight+GCN	superkingdom	L1 norm error	7	0.0001473420219999999
Weight+GCN	phylum	L1 norm error	7	0.0001473420219999999
Weight+GCN	class	L1 norm error	7	0.0001473420219999999
Weight+GCN	order	L1 norm error	7	0.00014935733800000006
Weight+GCN	family	L1 norm error	7	0.0009474226370000003
Weight+GCN	genus	L1 norm error	7	0.0012452416180000001
Weight+GCN	species	L1 norm error	7	0.003237045988999999
Weight+GCN	strain	L1 norm error	7	0.0007647006100000004
Weight+GCN	na	Weighted UniFrac error	7	5.639423645742868e-05
Weight+GCN	na	Unweighted UniFrac error	7	0.37918999757970323
Weight+GCN	na	Weighted UniFrac (CAMI)	7	0.6936719064000205
Weight+GCN	na	Unweighted UniFrac (CAMI)	7	1226.0000000086998
Weight+GCN	superkingdom	Sum of abundances	7	0.009852657978
Weight+GCN	phylum	Sum of abundances	7	0.009852657978
Weight+GCN	class	Sum of abundances	7	0.009852657978
Weight+GCN	order	Sum of abundances	7	0.009850642662
Weight+GCN	family	Sum of abundances	7	0.008978234580000001
Weight+GCN	genus	Sum of abundances	7	0.008764163196000006
Weight+GCN	species	Sum of abundances	7	0.0068561063940000165
Weight+GCN	strain	Sum of abundances	7	0.0003358860590000001
Weight+GCN	superkingdom	Taxon counts	7	1.0
Weight+GCN	phylum	Taxon counts	7	1.0
Weight+GCN	class	Taxon counts	7	1.0
Weight+GCN	order	Taxon counts	7	4.0
Weight+GCN	family	Taxon counts	7	20.0
Weight+GCN	genus	Taxon counts	7	130.0
Weight+GCN	species	Taxon counts	7	448.0
Weight+GCN	strain	Taxon counts	7	102.0
Weight+GCN	superkingdom	Bray-Curtis distance	8	0.017730173201504745
Weight+GCN	phylum	Bray-Curtis distance	8	0.017730173201504745
Weight+GCN	class	Bray-Curtis distance	8	0.017730173201504745
Weight+GCN	order	Bray-Curtis distance	8	0.017822955585388867
Weight+GCN	family	Bray-Curtis distance	8	0.062476779478433185
Weight+GCN	genus	Bray-Curtis distance	8	0.07922824356233085
Weight+GCN	species	Bray-Curtis distance	8	0.2128302700266101
Weight+GCN	strain	Bray-Curtis distance	8	0.5522531199709374
Weight+GCN	superkingdom	Shannon diversity	8	0.04478942572289016
Weight+GCN	superkingdom	Shannon equitability	8	0.0
Weight+GCN	phylum	Shannon diversity	8	0.04478942572289016
Weight+GCN	phylum	Shannon equitability	8	0.0
Weight+GCN	class	Shannon diversity	8	0.04478942572289016
Weight+GCN	class	Shannon equitability	8	0.0
Weight+GCN	order	Shannon diversity	8	0.04577756200477831
Weight+GCN	order	Shannon equitability	8	0.033021530844140355
Weight+GCN	family	Shannon diversity	8	0.05516648732278175
Weight+GCN	family	Shannon equitability	8	0.018119914847477075
Weight+GCN	genus	Shannon diversity	8	0.06216089004639442
Weight+GCN	genus	Shannon equitability	8	0.012578993931651575
Weight+GCN	species	Shannon diversity	8	0.05689567406956837
Weight+GCN	species	Shannon equitability	8	0.009126070862617488
Weight+GCN	strain	Shannon diversity	8	0.004021929207576009
Weight+GCN	strain	Shannon equitability	8	0.0008415621009528389
Weight+GCN	superkingdom	F1 score	8	1.0
Weight+GCN	superkingdom	False negatives	8	0.0
Weight+GCN	superkingdom	False positives	8	0.0
Weight+GCN	superkingdom	Jaccard index	8	1.0
Weight+GCN	superkingdom	Purity	8	1.0
Weight+GCN	superkingdom	Completeness	8	1.0
Weight+GCN	superkingdom	True positives	8	1.0
Weight+GCN	phylum	F1 score	8	1.0
Weight+GCN	phylum	False negatives	8	0.0
Weight+GCN	phylum	False positives	8	0.0
Weight+GCN	phylum	Jaccard index	8	1.0
Weight+GCN	phylum	Purity	8	1.0
Weight+GCN	phylum	Completeness	8	1.0
Weight+GCN	phylum	True positives	8	1.0
Weight+GCN	class	F1 score	8	1.0
Weight+GCN	class	False negatives	8	0.0
Weight+GCN	class	False positives	8	0.0
Weight+GCN	class	Jaccard index	8	1.0
Weight+GCN	class	Purity	8	1.0
Weight+GCN	class	Completeness	8	1.0
Weight+GCN	class	True positives	8	1.0
Weight+GCN	order	F1 score	8	1.0
Weight+GCN	order	False negatives	8	0.0
Weight+GCN	order	False positives	8	0.0
Weight+GCN	order	Jaccard index	8	1.0
Weight+GCN	order	Purity	8	1.0
Weight+GCN	order	Completeness	8	1.0
Weight+GCN	order	True positives	8	4.0
Weight+GCN	family	F1 score	8	0.9500000000000001
Weight+GCN	family	False negatives	8	0.0
Weight+GCN	family	False positives	8	2.0
Weight+GCN	family	Jaccard index	8	0.9047619047619048
Weight+GCN	family	Purity	8	0.9047619047619048
Weight+GCN	family	Completeness	8	1.0
Weight+GCN	family	True positives	8	19.0
Weight+GCN	genus	F1 score	8	0.8932806324110673
Weight+GCN	genus	False negatives	8	0.0
Weight+GCN	genus	False positives	8	27.0
Weight+GCN	genus	Jaccard index	8	0.8071428571428572
Weight+GCN	genus	Purity	8	0.8071428571428572
Weight+GCN	genus	Completeness	8	1.0
Weight+GCN	genus	True positives	8	113.0
Weight+GCN	species	F1 score	8	0.7367178276269185
Weight+GCN	species	False negatives	8	25.0
Weight+GCN	species	False positives	8	198.0
Weight+GCN	species	Jaccard index	8	0.5831775700934579
Weight+GCN	species	Purity	8	0.611764705882353
Weight+GCN	species	Completeness	8	0.9258160237388724
Weight+GCN	species	True positives	8	312.0
Weight+GCN	strain	F1 score	8	0.5504587155963303
Weight+GCN	strain	False negatives	8	39.0
Weight+GCN	strain	False positives	8	59.0
Weight+GCN	strain	Jaccard index	8	0.379746835443038
Weight+GCN	strain	Purity	8	0.5042016806722689
Weight+GCN	strain	Completeness	8	0.6060606060606061
Weight+GCN	strain	True positives	8	60.0
Weight+GCN	superkingdom	L1 norm error	8	0.0003484258139999996
Weight+GCN	phylum	L1 norm error	8	0.0003484258139999996
Weight+GCN	class	L1 norm error	8	0.0003484258139999996
Weight+GCN	order	L1 norm error	8	0.0003502172060000004
Weight+GCN	family	L1 norm error	8	0.001167316047
Weight+GCN	genus	L1 norm error	8	0.0014693895929999998
Weight+GCN	species	L1 norm error	8	0.003531730030999999
Weight+GCN	strain	L1 norm error	8	0.0007738814970000009
Weight+GCN	na	Weighted UniFrac error	8	8.617561192385731e-05
Weight+GCN	na	Unweighted UniFrac error	8	0.5431898897957534
Weight+GCN	na	Weighted UniFrac (CAMI)	8	0.8694298895000341
Weight+GCN	na	Unweighted UniFrac (CAMI)	8	1703.0000000090006
Weight+GCN	superkingdom	Sum of abundances	8	0.009651574186
Weight+GCN	phylum	Sum of abundances	8	0.009651574186
Weight+GCN	class	Sum of abundances	8	0.009651574186
Weight+GCN	order	Sum of abundances	8	0.009649782794
Weight+GCN	family	Sum of abundances	8	0.008759236866000003
Weight+GCN	genus	Sum of abundances	8	0.00854628509300001
Weight+GCN	species	Sum of abundances	8	0.006594115258000035
Weight+GCN	strain	Sum of abundances	8	0.0003365578300000003
Weight+GCN	superkingdom	Taxon counts	8	1.0
Weight+GCN	phylum	Taxon counts	8	1.0
Weight+GCN	class	Taxon counts	8	1.0
Weight+GCN	order	Taxon counts	8	4.0
Weight+GCN	family	Taxon counts	8	21.0
Weight+GCN	genus	Taxon counts	8	140.0
Weight+GCN	species	Taxon counts	8	510.0
Weight+GCN	strain	Taxon counts	8	119.0
Weight+GCN	superkingdom	Bray-Curtis distance	9	0.10417980195623527
Weight+GCN	phylum	Bray-Curtis distance	9	0.10417980195623527
Weight+GCN	class	Bray-Curtis distance	9	0.10417980195623527
Weight+GCN	order	Bray-Curtis distance	9	0.10427536415787517
Weight+GCN	family	Bray-Curtis distance	9	0.1490078670150254
Weight+GCN	genus	Bray-Curtis distance	9	0.1674433787285221
Weight+GCN	species	Bray-Curtis distance	9	0.32040427726383597
Weight+GCN	strain	Bray-Curtis distance	9	0.6253947166616681
Weight+GCN	superkingdom	Shannon diversity	9	0.03905828478360159
Weight+GCN	superkingdom	Shannon equitability	9	0.0
Weight+GCN	phylum	Shannon diversity	9	0.03905828478360159
Weight+GCN	phylum	Shannon equitability	9	0.0
Weight+GCN	class	Shannon diversity	9	0.03905828478360159
Weight+GCN	class	Shannon equitability	9	0.0
Weight+GCN	order	Shannon diversity	9	0.03988211830897102
Weight+GCN	order	Shannon equitability	9	0.02876886715224971
Weight+GCN	family	Shannon diversity	9	0.04758363008031722
Weight+GCN	family	Shannon equitability	9	0.015175799029888063
Weight+GCN	genus	Shannon diversity	9	0.053216200793477816
Weight+GCN	genus	Shannon equitability	9	0.010592648565717384
Weight+GCN	species	Shannon diversity	9	0.04719337992185649
Weight+GCN	species	Shannon equitability	9	0.007424886808271837
Weight+GCN	strain	Shannon diversity	9	0.003451309950581943
Weight+GCN	strain	Shannon equitability	9	0.0006984135344943817
Weight+GCN	superkingdom	F1 score	9	1.0
Weight+GCN	superkingdom	False negatives	9	0.0
Weight+GCN	superkingdom	False positives	9	0.0
Weight+GCN	superkingdom	Jaccard index	9	1.0
Weight+GCN	superkingdom	Purity	9	1.0
Weight+GCN	superkingdom	Completeness	9	1.0
Weight+GCN	superkingdom	True positives	9	1.0
Weight+GCN	phylum	F1 score	9	1.0
Weight+GCN	phylum	False negatives	9	0.0
Weight+GCN	phylum	False positives	9	0.0
Weight+GCN	phylum	Jaccard index	9	1.0
Weight+GCN	phylum	Purity	9	1.0
Weight+GCN	phylum	Completeness	9	1.0
Weight+GCN	phylum	True positives	9	1.0
Weight+GCN	class	F1 score	9	1.0
Weight+GCN	class	False negatives	9	0.0
Weight+GCN	class	False positives	9	0.0
Weight+GCN	class	Jaccard index	9	1.0
Weight+GCN	class	Purity	9	1.0
Weight+GCN	class	Completeness	9	1.0
Weight+GCN	class	True positives	9	1.0
Weight+GCN	order	F1 score	9	1.0
Weight+GCN	order	False negatives	9	0.0
Weight+GCN	order	False positives	9	0.0
Weight+GCN	order	Jaccard index	9	1.0
Weight+GCN	order	Purity	9	1.0
Weight+GCN	order	Completeness	9	1.0
Weight+GCN	order	True positives	9	4.0
Weight+GCN	family	F1 score	9	0.9047619047619047
Weight+GCN	family	False negatives	9	0.0
Weight+GCN	family	False positives	9	4.0
Weight+GCN	family	Jaccard index	9	0.8260869565217391
Weight+GCN	family	Purity	9	0.8260869565217391
Weight+GCN	family	Completeness	9	1.0
Weight+GCN	family	True positives	9	19.0
Weight+GCN	genus	F1 score	9	0.8452830188679246
Weight+GCN	genus	False negatives	9	1.0
Weight+GCN	genus	False positives	9	40.0
Weight+GCN	genus	Jaccard index	9	0.7320261437908496
Weight+GCN	genus	Purity	9	0.7368421052631579
Weight+GCN	genus	Completeness	9	0.9911504424778761
Weight+GCN	genus	True positives	9	112.0
Weight+GCN	species	F1 score	9	0.6768893756845565
Weight+GCN	species	False negatives	9	28.0
Weight+GCN	species	False positives	9	267.0
Weight+GCN	species	Jaccard index	9	0.5115894039735099
Weight+GCN	species	Purity	9	0.5364583333333334
Weight+GCN	species	Completeness	9	0.9169139465875371
Weight+GCN	species	True positives	9	309.0
Weight+GCN	strain	F1 score	9	0.5188284518828452
Weight+GCN	strain	False negatives	9	37.0
Weight+GCN	strain	False positives	9	78.0
Weight+GCN	strain	Jaccard index	9	0.3502824858757062
Weight+GCN	strain	Purity	9	0.44285714285714284
Weight+GCN	strain	Completeness	9	0.6262626262626263
Weight+GCN	strain	True positives	9	62.0
Weight+GCN	superkingdom	L1 norm error	9	0.0018870079269999996
Weight+GCN	phylum	L1 norm error	9	0.0018870079269999996
Weight+GCN	class	L1 norm error	9	0.0018870079269999996
Weight+GCN	order	L1 norm error	9	0.0018885753960000001
Weight+GCN	family	L1 norm error	9	0.0025744547440000004
Weight+GCN	genus	L1 norm error	9	0.0028722737309999987
Weight+GCN	species	L1 norm error	9	0.004898114552000008
Weight+GCN	strain	L1 norm error	9	0.0008426261750000011
Weight+GCN	na	Weighted UniFrac error	9	0.00030469313873176195
Weight+GCN	na	Unweighted UniFrac error	9	0.7493185308999104
Weight+GCN	na	Weighted UniFrac (CAMI)	9	2.064691655800029
Weight+GCN	na	Unweighted UniFrac (CAMI)	9	2325.0000000084005
Weight+GCN	superkingdom	Sum of abundances	9	0.008112992073000001
Weight+GCN	phylum	Sum of abundances	9	0.008112992073000001
Weight+GCN	class	Sum of abundances	9	0.008112992073000001
Weight+GCN	order	Sum of abundances	9	0.008111424604
Weight+GCN	family	Sum of abundances	9	0.007352546017000001
Weight+GCN	genus	Sum of abundances	9	0.007153701459000009
Weight+GCN	species	Sum of abundances	9	0.00528729452100002
